id;peak1;n_visitas1;standv1;MAD1;cov1;peak2;n_visitas2;standv2;MAD2;cov2;diff_visita;diff_peak
206765;3;7;0.4714045207910317;0.0;0.0;49;4;771.722.460.186.015;4.0;0.08163265306122448;3;-46
70064817;10;7;4.5;5.5;0.55;57;4;20.548.046.676.563.200;2.0;0.03508771929824561;3;-47
26374;11;7;36.514.837.167.011.000;3.5;0.3181818181818182;60;4;5.887.840.577.551.890;4.0;0.06666666666666667;3;-49
51249;10;7;49.805.175.991.613.100;4.5;0.45;59;4;28.674.417.556.808.700;3.0;0.05084745762711865;3;-49
70134411;6;8;39.175.169.145.148.800;1.0;0.16666666666666666;55;5;4.183.300.132.670.370;1.5;0.02727272727272727;3;-49
260819;6;7;30.368.111.930.481;1.5;0.25;59;4;5.557.777.333.511.020;3.0;0.05084745762711865;3;-53
200062024;7;7;339.934.634.239.519;3.0;0.42857142857142855;62;4;1.247.219.128.924.640;1.0;0.016129032258064516;3;-55
380074;5;7;40.722.639.076.235.300;2.5;0.5;61;4;4.189.935.029.992.170;3.0;0.04918032786885246;3;-56
135108;10;7;679.869.268.479.038;3.0;0.3;67;4;8.259.674.462.242.570;1.0;0.014925373134328358;3;-57
74693;7;7;59.066.817.155.564.400;4.5;0.6428571428571429;65;4;7.760.297.817.881.870;9.0;0.13846153846153847;3;-58
150278056;6;7;4.281.744.192.888.370;2.5;0.4166666666666667;67;4;6.599.663.291.074.440;6.0;0.08955223880597014;3;-61
85198;7;7;6.593.346.814.950.820;2.5;0.35714285714285715;75;4;9.177.266.598.624.130;7.0;0.09333333333333334;3;-68
13892;2;22;1.361.938.061.530.960;1.0;0.5;7;18;20.017.293.561.380.600;2.0;0.2857142857142857;4;-5
306718;7;11;0.6403124237432849;0.5;0.07142857142857142;12;7;0.3726779962499649;0.0;0.0;4;-5
306719;7;11;0.6403124237432849;0.5;0.07142857142857142;12;7;0.3726779962499649;0.0;0.0;4;-5
130119583;4;12;1.431.637.795.274.870;1.0;0.25;9;8;15.518.257.844.571.700;1.0;0.1111111111111111;4;-5
151174763;2;20;0.45883146774112354;0.0;0.0;7;16;0.6182412330330469;0.0;0.0;4;-5
10014;2;13;135.400.640.077.266;0.0;0.0;8;9;2.0;1.5;0.1875;4;-6
130020350;7;14;11.200.169.060.431.500;0.0;0.0;13;10;12.570.787.221.094.100;1.0;0.07692307692307693;4;-6
13961;7;10;0.0;0.0;0.0;14;6;0.0;0.0;0.0;4;-7
15177;7;14;0.9970370305242863;1.0;0.14285714285714285;14;10;0.816496580927726;0.0;0.0;4;-7
41012181;6;14;38.752.743.747.107.600;2.0;0.3333333333333333;13;10;3.197.221.015.541.810;1.0;0.07692307692307693;4;-7
70028514;7;13;30.675.270.532.176.600;2.0;0.2857142857142857;14;9;35.355.339.059.327.300;3.0;0.21428571428571427;4;-7
163923;5;9;13.919.410.907.075.000;1.5;0.3;13;5;0.82915619758885;0.5;0.038461538461538464;4;-8
130008428;6;11;19.209.372.712.298.500;1.0;0.16666666666666666;14;7;24.324.199.198.877.300;2.0;0.14285714285714285;4;-8
98214;6;13;26.246.692.913.372.700;2.0;0.3333333333333333;15;9;3.461.845.606.031.550;3.0;0.2;4;-9
70178283;2;25;0.9428090415820634;1.0;0.5;11;21;15.329.709.716.755.800;1.0;0.09090909090909091;4;-9
70599;3;15;18.126.539.343.499.300;1.0;0.3333333333333333;13;11;10.198.039.027.185.500;0.5;0.038461538461538464;4;-10
130038927;2;11;0.8;0.0;0.0;12;7;11.547.005.383.792.500;0.5;0.041666666666666664;4;-10
130063528;2;19;0.7453559924999299;0.0;0.0;12;15;14.498.416.521.560.300;1.5;0.125;4;-10
35585;3;9;14.523.687.548.277.800;1.0;0.3333333333333333;14;5;1.920.286.436.967.150;1.5;0.10714285714285714;4;-11
373739;2;13;0.8620067027323834;1.0;0.5;13;9;2.179.449.471.770.330;2.0;0.15384615384615385;4;-11
70007797;3;13;1.479.019.945.774.900;1.0;0.3333333333333333;14;9;18.027.756.377.319.900;1.5;0.10714285714285714;4;-11
130010510;2;15;14.374.722.712.498.600;0.5;0.25;13;11;1.676.305.461.424.020;1.0;0.07692307692307693;4;-11
130099442;2;12;25.160.640.914.723.700;0.0;0.0;13;8;36.421.567.954.234.100;0.0;0.0;4;-11
130140123;2;16;15.347.819.244.295.100;1.0;0.5;13;12;23.741.027.013.091.900;2.0;0.15384615384615385;4;-11
150182653;2;19;10.671.873.729.054.700;0.0;0.0;13;15;19.338.551.958.115.500;0.5;0.038461538461538464;4;-11
16739;9;9;2.315.032.397.181.510;1.5;0.16666666666666666;21;5;32.691.742.076.555.000;2.5;0.11904761904761904;4;-12
409767;6;10;23.570.226.039.551.500;2.0;0.3333333333333333;18;6;3.2;4.0;0.2222222222222222;4;-12
70168510;12;9;21.065.374.432.940.800;1.0;0.08333333333333333;24;5;21.213.203.435.596.400;1.5;0.0625;4;-12
140034812;5;9;2.0;0.0;0.0;18;5;1.299.038.105.676.650;1.0;0.05555555555555555;4;-13
21935;2;9;26.896.793.489.187.500;0.0;0.0;16;5;50.682.837.331.783.200;4.0;0.25;4;-14
250752;4;9;3.152.380.053.229.620;1.5;0.375;18;5;3.344.772.040.064.910;2.0;0.1111111111111111;4;-14
17463;2;10;24.695.678.634.325.400;0.0;0.0;17;6;4.586.937.976.471.880;3.0;0.17647058823529413;4;-15
41009171;7;9;10.897.247.358.851.600;1.0;0.14285714285714285;22;5;18.027.756.377.319.900;1.5;0.06818181818181818;4;-15
130021163;7;9;18.708.286.933.869.700;0.0;0.0;23;5;0.4330127018922193;0.0;0.0;4;-16
150269763;7;9;3.122.498.999.199.190;1.0;0.14285714285714285;24;5;28.613.807.855.648.900;2.5;0.10416666666666667;4;-17
141449;2;9;10.532.687.216.470.400;1.0;0.5;20;5;32.015.621.187.164.200;2.5;0.125;4;-18
151259990;2;9;17.633.419.974.582.300;0.0;0.0;20;5;10.897.247.358.851.600;0.5;0.025;4;-18
310002180;3;9;17.320.508.075.688.700;0.5;0.16666666666666666;22;5;2.958.039.891.549.800;2.0;0.09090909090909091;4;-19
12947;2;9;16.393.596.310.755;0.0;0.0;22;5;4.330.127.018.922.190;3.0;0.13636363636363635;4;-20
40012447;4;12;2.675.261.630.829.480;2.0;0.5;24;8;26.649.654.437.396.600;2.0;0.08333333333333333;4;-20
31099;2;12;1.504.813.214.295.160;0.0;0.0;23;8;32.888.184.094.918.100;2.0;0.08695652173913043;4;-21
222586;5;10;3.235.604.395.235.780;3.0;0.6;26;6;38.157.568.056.677.800;5.0;0.19230769230769232;4;-21
150244253;5;10;23.934.065.809.486.600;2.0;0.4;26;6;448.998.886.412.873;2.0;0.07692307692307693;4;-21
11951;4;9;26.339.134.382.131.800;2.0;0.5;26;5;27.386.127.875.258.300;2.0;0.07692307692307693;4;-22
110109432;6;10;2.657.391.276.244.750;1.0;0.16666666666666666;28;6;28.284.271.247.461.900;2.0;0.07142857142857142;4;-22
20869;2;9;16.909.686.573.085.800;0.0;0.0;25;5;5.024.937.810.560.440;3.5;0.14;4;-23
93459;3;11;24.000.000.000.000.000;1.0;0.3333333333333333;26;7;3.947.573.094.109.000;4.0;0.15384615384615385;4;-23
70013901;2;10;23.934.065.809.486.600;1.0;0.5;25;6;3.286.335.345.030.990;1.0;0.04;4;-23
70058177;6;9;447.213.595.499.958;3.5;0.5833333333333334;30;5;15.811.388.300.841.800;1.5;0.05;4;-24
130039005;7;9;4.0;2.5;0.35714285714285715;32;5;1.920.286.436.967.150;1.5;0.046875;4;-25
66478;8;9;2.117.634.293.262.170;0.5;0.0625;34;5;33.541.019.662.496.800;3.0;0.08823529411764706;4;-26
130177794;7;10;31.894.889.098.682.900;2.0;0.2857142857142857;33;6;3.919.183.588.453.080;4.0;0.12121212121212122;4;-26
81738;3;10;35.901.098.714.230.000;0.0;0.0;31;6;6.013.318.551.349.160;5.0;0.16129032258064516;4;-28
376868;3;9;12.686.114.456.365.200;1.0;0.3333333333333333;31;5;28.613.807.855.648.900;2.5;0.08064516129032258;4;-28
310012322;7;9;3.370.367.190.678.190;1.5;0.21428571428571427;35;5;46.097.722.286.464.400;3.5;0.1;4;-28
91734;3;9;3.585.997.071.945.260;2.0;0.6666666666666666;32;5;248.746.859.276.655;0.5;0.015625;4;-29
372872;5;9;254.644.359.843.292;2.0;0.4;36;5;4.763.139.720.814.410;2.0;0.05555555555555555;4;-31
150220040;6;9;4.240.798.863.421.840;3.5;0.5833333333333334;42;5;4.968.651.728.587.940;3.5;0.08333333333333333;4;-36
150288498;2;9;1.0;0.0;0.0;43;5;5.937.171.043.518.950;3.0;0.06976744186046512;4;-41
70023276;2;26;13.879.481.258.317.900;1.0;0.5;7;21;16.911.534.525.287.700;1.0;0.14285714285714285;5;-5
70055703;7;14;17.027.648.939.368.100;0.0;0.0;13;9;14.086.784.586.980.800;0.5;0.038461538461538464;5;-6
150185102;7;14;10.986.812.966.989.000;1.0;0.14285714285714285;13;9;13.169.567.191.065.900;1.0;0.07692307692307693;5;-6
151174188;7;12;2.606.412.943.060.260;1.0;0.14285714285714285;14;7;21.921.577.396.609.800;0.0;0.0;5;-7
110093537;5;11;18.681.541.692.269.400;1.5;0.3;13;6;24.819.347.291.981.700;1.0;0.07692307692307693;5;-8
110149727;3;17;19.273.929.931.386.500;1.5;0.5;11;12;18.586.407.545.691.700;1.0;0.09090909090909091;5;-8
13576;2;12;14.200.453.956.193.900;0.0;0.0;13;7;5.057.996.968.497.830;4.5;0.34615384615384615;5;-11
70021087;2;12;0.8999540851465151;1.0;0.5;13;7;11.055.415.967.851.300;1.0;0.07692307692307693;5;-11
361196;2;13;19.346.977.943.739.800;1.0;0.5;14;8;18.070.158.058.105.000;1.0;0.07142857142857142;5;-12
70009030;3;12;13.545.149.477.955.700;0.0;0.0;15;7;2.140.872.096.444.180;2.0;0.13333333333333333;5;-12
197445;2;12;16.958.871.005.616.000;1.0;0.5;15;7;17.950.549.357.115.000;1.5;0.1;5;-13
310018205;5;12;33.868.974.563.994.800;2.0;0.4;19;7;6.121.455.890.735.650;4.0;0.21052631578947367;5;-14
39731;2;12;0.9620913858416693;0.0;0.0;17;7;12.909.944.487.358.000;1.0;0.058823529411764705;5;-15
75642;3;13;18.257.418.583.505.500;2.0;0.6666666666666666;19;8;37.958.086.444.532.600;4.0;0.21052631578947367;5;-16
130012742;3;13;39.886.993.145.914.300;4.0;13.333.333.333.333.300;20;8;48.064.582.403.602.000;3.0;0.15;5;-17
151209189;2;15;11.450.871.101.343.800;0.0;0.0;20;10;35.520.816.362.546.100;4.0;0.2;5;-18
310011856;2;13;1.699.673.171.197.590;1.0;0.5;20;8;2.657.296.462.534.030;2.0;0.1;5;-18
10205;7;12;1.991.718.390.927.870;1.0;0.14285714285714285;26;7;3.337.497.399.083.460;1.0;0.038461538461538464;5;-19
348692;3;11;18.681.541.692.269.400;1.5;0.5;22;6;2.481.934.729.198.170;3.0;0.13636363636363635;5;-19
70196116;4;11;32.388.269.481.403.200;2.5;0.625;24;6;34.871.191.548.325.300;3.0;0.125;5;-20
117179;3;12;11.499.191.491.521.300;0.0;0.0;25;7;4.203.173.404.306.160;3.0;0.12;5;-22
31392;6;11;20.518.284.528.683.100;2.0;0.3333333333333333;29;6;4.498.888.751.680.790;5.0;0.1724137931034483;5;-23
190864;8;11;277.308.492.477.241;2.5;0.3125;32;6;17.435.595.774.162.600;0.0;0.0;5;-24
70029283;4;11;2.181.742.422.927.140;2.0;0.5;30;6;29.257.477.676.655.500;2.0;0.06666666666666667;5;-26
70049391;6;11;2.6;2.0;0.3333333333333333;33;6;3.286.335.345.030.990;3.0;0.09090909090909091;5;-27
13238;3;12;34.712.514.712.794.100;0.0;0.0;34;7;4.149.966.532.662.910;3.0;0.08823529411764706;5;-31
310007086;3;11;24.979.991.993.593.500;1.0;0.3333333333333333;37;6;4.586.937.976.471.880;5.0;0.13513513513513514;5;-34
144199;2;14;0.8770580193070292;1.0;0.5;7;8;13.850.513.878.332.300;1.0;0.14285714285714285;6;-5
38864;7;14;0.7844645405527362;0.0;0.0;14;8;10.497.813.183.356.400;0.0;0.0;6;-7
70023218;7;14;11.357.556.200.179.500;1.0;0.14285714285714285;14;8;0.6998542122237652;0.0;0.0;6;-7
150182896;7;15;22.417.649.752.107.400;1.0;0.14285714285714285;14;9;2.595.067.436.503.330;2.5;0.17857142857142858;6;-7
77477;6;14;23.584.168.795.009.000;1.0;0.16666666666666666;14;8;17.261.494.247.992.200;2.0;0.14285714285714285;6;-8
339875;3;16;16.275.407.487.644.900;2.0;0.6666666666666666;11;10;13.333.333.333.333.300;1.0;0.09090909090909091;6;-8
70121293;3;18;15.629.800.300.689.900;1.0;0.3333333333333333;11;12;19.750.509.984.000.300;1.0;0.09090909090909091;6;-8
70025610;4;18;21.274.283.905.911.900;2.0;0.5;13;12;14.431.370.787.625.000;1.0;0.07692307692307693;6;-9
110015943;2;20;0.9761703679469163;0.0;0.0;11;14;20.925.339.244.208.300;1.0;0.09090909090909091;6;-9
130018334;2;20;0.9986139979479093;1.0;0.5;11;14;17.974.340.685.458.300;1.0;0.09090909090909091;6;-9
82120;4;14;14.390.989.949.130.500;1.0;0.25;14;8;0.7284313590846836;0.0;0.0;6;-10
88394;2;18;0.973702668073344;0.0;0.0;13;12;10.523.488.093.445.600;1.0;0.07692307692307693;6;-11
202608;3;14;18.397.324.220.155.900;2.0;0.6666666666666666;14;8;18.516.401.995.451.000;1.0;0.07142857142857142;6;-11
70044772;2;14;21.538.461.538.461.500;1.0;0.5;13;8;2.657.296.462.534.030;1.0;0.07692307692307693;6;-11
130074770;2;14;20.583.212.554.245.600;0.0;0.0;13;8;3.282.607.226.593.150;1.0;0.07692307692307693;6;-11
200101947;4;15;2.249.716.535.431.940;1.0;0.25;15;9;22.325.713.874.364.600;1.5;0.1;6;-11
70080150;3;15;229.906.813.420.444;2.5;0.8333333333333334;15;9;15.761.900.266.148.100;1.5;0.1;6;-12
130160955;2;13;13.123.346.456.686.300;1.0;0.5;18;7;21.343.747.458.109.400;1.5;0.08333333333333333;6;-16
15064;2;16;18.690.461.025.168.200;0.0;0.0;20;10;2.997.941.680.718.230;3.0;0.15;6;-18
15302;5;14;23.982.241.950.953.600;2.0;0.4;23;8;21.946.130.708.196.000;1.0;0.043478260869565216;6;-18
19752;4;13;23.139.072.294.858.000;2.0;0.5;22;7;4.561.310.727.801.330;4.5;0.20454545454545456;6;-18
30901;2;14;14.915.938.022.819.400;0.0;0.0;20;8;22.587.697.572.631.200;0.0;0.0;6;-18
68473;2;15;10.690.449.676.496.900;1.0;0.5;20;9;406.201.920.231.798;3.5;0.175;6;-18
70026434;5;13;26.601.482.832.520.600;2.0;0.4;24;7;22.852.182.001.336.800;1.5;0.0625;6;-19
10494;5;13;21.778.557.242.286.600;1.5;0.3;28;7;2.160.246.899.469.280;1.0;0.03571428571428571;6;-23
130042701;2;13;1.545.603.082.582.610;0.0;0.0;27;7;0.7637626158259734;0.0;0.0;6;-25
387873;2;26;1.312.097.557.348.530;1.0;0.5;7;19;18.700.036.310.785.300;1.5;0.21428571428571427;7;-5
70002013;4;23;14.294.713.812.287.600;1.0;0.25;10;16;12.892.719.737.209.100;1.0;0.1;7;-6
70085150;6;17;10.897.247.358.851.600;1.0;0.16666666666666666;12;10;13.966.450.099.973.900;1.0;0.08333333333333333;7;-6
70134588;2;18;15.157.763.207.911.900;1.0;0.5;8;11;1.5;1.0;0.125;7;-6
185492;7;15;12.205.719.636.167.900;0.0;0.0;14;8;10.301.575.072.754.200;0.0;0.0;7;-7
40035101;7;15;0.960973146219551;0.0;0.0;14;8;11.952.286.093.343.900;1.0;0.07142857142857142;7;-7
70044898;3;22;2.166.535.841.157.580;1.0;0.3333333333333333;12;15;3.619.674.131.234.260;3.0;0.25;7;-9
151198812;5;15;2.382.975.331.087.460;2.5;0.5;14;8;12.453.996.981.544.700;0.0;0.0;7;-9
130128030;2;23;10.174.104.220.726.900;1.0;0.5;12;16;1.746.106.780.494.500;1.0;0.08333333333333333;7;-10
99604;2;15;1.791.419.457.712.060;0.0;0.0;16;8;2.871.393.034.605.960;2.0;0.125;7;-14
200075269;4;15;24.959.150.299.508.700;2.0;0.5;19;8;2.356.060.357.495.800;1.0;0.05263157894736842;7;-15
36464;5;15;26.418.917.155.581.300;2.5;0.5;21;8;15.518.257.844.571.700;0.0;0.0;7;-16
111742;3;15;15.795.245.991.068.500;1.0;0.3333333333333333;19;8;18.294.640.678.379.500;1.0;0.05263157894736842;7;-16
150276268;2;16;17.838.784.213.679.500;0.0;0.0;18;9;2.958.039.891.549.800;1.0;0.05555555555555555;7;-16
118475;2;16;114.697.670.227.235;1.0;0.5;30;9;3.276.335.605.520.280;3.0;0.1;7;-28
12812;2;21;1.299.038.105.676.650;1.0;0.5;7;13;14.409.680.388.158.800;0.5;0.07142857142857142;8;-5
22430;2;27;0.8770580193070292;1.0;0.5;7;19;12.120.791.238.484.100;1.0;0.14285714285714285;8;-5
110012386;2;21;13.076.696.830.622.000;1.0;0.5;7;13;16.583.123.951.777;1.5;0.21428571428571427;8;-5
120045167;2;28;0.9428090415820634;1.0;0.5;7;20;0.9986139979479093;1.0;0.14285714285714285;8;-5
130021518;2;27;12.307.692.307.692.300;1.0;0.5;7;19;17.320.508.075.688.700;1.5;0.21428571428571427;8;-5
130030215;2;34;0.7581815759513215;1.0;0.5;7;26;0.5599999999999999;0.0;0.0;8;-5
151212407;3;34;14.907.119.849.998.500;1.0;0.3333333333333333;8;26;22.894.540.834.006.600;1.0;0.125;8;-5
70105939;3;17;14.670.868.242.881.800;1.0;0.3333333333333333;12;9;18.666.480.653.835.000;1.5;0.125;8;-9
130133422;2;25;0.9991315673568166;1.0;0.5;11;17;14.347.800.354.061.200;1.0;0.09090909090909091;8;-9
310014440;5;18;1.799.653.945.973.920;2.0;0.4;14;10;18.257.418.583.505.500;2.0;0.14285714285714285;8;-9
296567;3;19;13.562.839.573.037.400;1.0;0.3333333333333333;8;10;14.740.554.623.801.700;2.0;0.25;9;-5
70004658;2;24;13.144.536.050.287.800;1.0;0.5;7;15;17.728.105.208.558.300;1.0;0.14285714285714285;9;-5
150193413;2;28;0.5832598425193933;0.0;0.0;7;19;0.5773502691896257;0.0;0.0;9;-5
21280;2;25;1.165.922.381.636.100;1.0;0.5;8;16;16.918.103.387.266.000;1.0;0.125;9;-6
364260;3;20;15.034.586.165.353.300;1.0;0.3333333333333333;9;11;16.155.494.421.403.500;1.0;0.1111111111111111;9;-6
48335;7;20;0.7590634264134715;0.0;0.0;14;11;0.7;0.0;0.0;9;-7
70024073;3;22;0.6834619092574916;0.0;0.0;11;13;0.5527707983925667;0.0;0.0;9;-8
320020195;5;19;15.830.896.498.638.800;2.0;0.4;13;10;1.286.204.100.310.020;1.0;0.07692307692307693;9;-8
70018754;2;21;15.297.058.540.778.300;1.0;0.5;12;12;17.296.634.173.127.600;2.0;0.16666666666666666;9;-10
130000724;3;24;10.999.226.644.063.900;1.0;0.3333333333333333;11;14;12.064.913.185.660.000;1.0;0.09090909090909091;10;-8
387789;2;22;21.581.465.130.713.600;1.0;0.5;13;12;41.401.081.951.766.100;5.0;0.38461538461538464;10;-11
130087833;2;27;14.761.416.201.842.600;1.0;0.5;7;16;19.275.776.393.067.900;1.0;0.14285714285714285;11;-5
310009320;2;24;0.871736419815801;0.0;0.0;7;13;10.671.873.729.054.700;1.0;0.14285714285714285;11;-5
200047656;2;25;0.8498365855987975;0.0;0.0;8;14;1.249.852.062.251.680;1.0;0.125;11;-6
93999;2;26;1.385.640.646.055.100;1.0;0.5;10;15;1.520.271.189.556.620;1.0;0.1;11;-8
130000703;2;27;0.9397532094515858;1.0;0.5;10;16;14.996.295.838.935.900;1.0;0.1;11;-8
70030409;3;23;15.640.591.394.622.900;1.0;0.3333333333333333;13;12;16.414.063.713.879.800;1.0;0.07692307692307693;11;-10
70161163;2;25;0.5951190357119042;0.0;0.0;7;13;0.6400954789890507;0.0;0.0;12;-5
20717;2;35;1.505.468.693.184.670;1.0;0.5;7;22;10.454.523.047.666.700;1.0;0.14285714285714285;13;-5
53038;2;27;0.7692307692307693;1.0;0.5;7;14;0.72975638311578;1.0;0.14285714285714285;13;-5
36774;2;35;0.7058823529411765;1.0;0.5;7;18;0.4991341984846218;0.0;0.0;17;-5
70013165;2;37;1.114.924.013.354.970;1.0;0.5;7;20;10.447.070.126.989.000;1.0;0.14285714285714285;17;-5
